Cut?,Counts,eventNumber,runNumber
Raw,15,2,343
Raw,22,5,343
Raw,4,10,343
Raw,13,10,343
Raw,11,11,343
Raw,38,19,343
Raw,41,19,343
Raw,14,23,343
Raw,4,23,343
Raw,18,25,343
Raw,20,25,343
Raw,53,26,343
Raw,15,31,343
Raw,33,40,343
Raw,30,54,343
Raw,12,59,343
Raw,11,62,343
Raw,16,63,343
Raw,13,63,343
Raw,8,67,343
Raw,32,75,343
Raw,3,75,343
Raw,24,82,343
Raw,17,88,343
Raw,7,93,343
Raw,27,101,343
Raw,14,101,343
Raw,26,109,343
Raw,17,116,343
Raw,7,116,343
Raw,8,118,343
Raw,12,118,343
Raw,6,118,343
Raw,19,121,343
Raw,22,121,343
Raw,22,124,343
Raw,14,125,343
Raw,20,135,343
Raw,23,140,343
Raw,43,141,343
Raw,22,142,343
Raw,13,149,343
Raw,7,161,343
Raw,40,164,343
Raw,25,168,343
Raw,8,171,343
Raw,13,172,343
Raw,32,172,343
Raw,26,174,343
Raw,11,174,343
Raw,36,175,343
Raw,20,179,343
Raw,18,179,343
Raw,15,187,343
Raw,15,190,343
Raw,20,200,343
Raw,14,206,343
Raw,15,211,343
Raw,10,211,343
Raw,30,213,343
Raw,25,220,343
Raw,28,220,343
Raw,48,224,343
Raw,40,229,343
Raw,9,233,343
Raw,18,233,343
Raw,20,239,343
Raw,27,240,343
Raw,27,241,343
Raw,19,243,343
Raw,29,256,343
Raw,53,259,343
Raw,15,267,343
Raw,10,267,343
Raw,15,269,343
Raw,12,270,343
Raw,10,277,343
Raw,13,279,343
Raw,8,281,343
Raw,6,281,343
Raw,18,282,343
Raw,39,290,343
Raw,24,291,343
Raw,35,291,343
Raw,37,298,343
Raw,28,301,343
Raw,9,303,343
Raw,17,309,343
Raw,26,310,343
Raw,29,321,343
Raw,26,322,343
Raw,53,331,343
Raw,37,332,343
Raw,25,333,343
Raw,6,336,343
Raw,19,336,343
Raw,17,336,343
Raw,49,341,343
Raw,9,344,343
Raw,20,344,343
Raw,7,346,343
Raw,14,352,343
Raw,6,352,343
Raw,14,356,343
Raw,31,361,343
Raw,45,362,343
Raw,24,364,343
Raw,16,364,343
Raw,26,369,343
Raw,5,369,343
Raw,20,370,343
Raw,10,370,343
Raw,15,375,343
Raw,16,378,343
Raw,39,378,343
Raw,8,379,343
Raw,27,379,343
Raw,14,379,343
Raw,24,386,343
Raw,22,394,343
Raw,39,396,343
Raw,21,399,343
Raw,13,400,343
Raw,49,409,343
Raw,9,414,343
Raw,8,414,343
Raw,14,414,343
Raw,27,415,343
Raw,14,418,343
Raw,18,418,343
Raw,24,422,343
Raw,14,425,343
Raw,13,425,343
Raw,10,425,343
Raw,47,434,343
Raw,13,439,343
Raw,12,440,343
Raw,23,446,343
Raw,42,447,343
Raw,40,465,343
Raw,20,469,343
Raw,44,472,343
Raw,14,484,343
Raw,18,484,343
Raw,18,485,343
Raw,18,486,343
Raw,49,487,343
Raw,24,489,343
Raw,21,490,343
Raw,14,490,343
Raw,8,491,343
Raw,7,491,343
Raw,35,494,343
Raw,35,499,343
Raw,31,499,343
Raw,25,502,343
Raw,53,502,343
Raw,11,507,343
Raw,23,513,343
Raw,21,513,343
Raw,43,518,343
Raw,14,524,343
Raw,43,529,343
Raw,32,538,343
Raw,22,539,343
Raw,12,543,343
Raw,30,556,343
Raw,7,558,343
Raw,11,563,343
Raw,13,569,343
Raw,17,578,343
Raw,25,587,343
Raw,13,587,343
Raw,8,588,343
Raw,15,588,343
Raw,24,589,343
Raw,15,591,343
Raw,18,591,343
Raw,14,598,343
Raw,14,601,343
Raw,10,601,343
Raw,10,619,343
Raw,29,620,343
Raw,32,621,343
Raw,40,643,343
Raw,25,653,343
Raw,10,655,343
Raw,13,655,343
Raw,22,656,343
Raw,24,656,343
Raw,14,657,343
Raw,30,664,343
Raw,10,665,343
Raw,8,667,343
Raw,36,667,343
Raw,16,669,343
Raw,51,671,343
Raw,24,681,343
Raw,10,681,343
Raw,15,682,343
Raw,20,687,343
Raw,38,688,343
Raw,9,689,343
Raw,38,693,343
Raw,10,694,343
Raw,6,711,343
Raw,27,713,343
Raw,29,715,343
Raw,23,727,343
Raw,38,734,343
Raw,24,737,343
Raw,27,739,343
Raw,17,739,343
Raw,29,744,343
Raw,6,744,343
Raw,29,755,343
Raw,25,755,343
Raw,12,758,343
Raw,12,767,343
Raw,19,775,343
Raw,18,775,343
Raw,16,775,343
Raw,25,778,343
Raw,13,778,343
Raw,49,790,343
Raw,26,791,343
Raw,42,795,343
Raw,3,801,343
Raw,31,804,343
Raw,11,808,343
Raw,11,808,343
Raw,26,812,343
Raw,19,822,343
Raw,21,823,343
Raw,17,827,343
Raw,36,827,343
Raw,16,842,343
Raw,30,842,343
Raw,19,843,343
Raw,11,849,343
Raw,25,850,343
Raw,11,854,343
Raw,21,863,343
Raw,9,863,343
Raw,15,866,343
Raw,12,866,343
Raw,19,869,343
Raw,18,869,343
Raw,35,873,343
Raw,15,878,343
Raw,8,881,343
Raw,8,881,343
Raw,3,885,343
Raw,51,891,343
Raw,10,896,343
Raw,9,897,343
Raw,19,912,343
Raw,14,921,343
Raw,12,926,343
Raw,18,939,343
